축제명,개최장소,축제시작일자,축제종료일자,축제내용,주관기관명,주최기관명,후원기관명,전화번호,홈페이지주소,관련정보,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
안성맞춤 포도축제,안성 제4산업단지 KCC 공장 옆,10/1/24,10/30/24,포도 전시 및 직판장 운영+포도 시식+포도관련 체험+다양한 이벤트 행사+지역문화 공연+노래자랑+초청가수 공연 등,안성맞춤포도축제위원회,안성맞춤포도축제위원회,경기도 안성시,031-678-3732,https://www.anseong.go.kr/festival/calendar/view.do?mId=0504000000&idx=91,,경기도 안성시 서운면 서운중앙길 23,경기도 안성시 서운면 인리 107-4번지,36.94330477,127.2595521,2/20/24,4080000,경기도 안성시
죽주대고려문화축제,동안성시민복지센터,10/1/24,10/30/24,송문주 장문 대몽항쟁 역사 및 축제 발전방향 심포지엄+콘서트 및 지역주민 장기자랑,죽주대고려문화축제위원회,죽주대고려문화축제위원회,경기도 안성시,031-678-3912,https://www.anseong.go.kr/festival/calendar/view.do?mId=0504000000&idx=90,,경기도 안성시 죽산면 남부길 60,경기도 안성시 죽산면 죽산리 499번지,37.07467485,127.4244564,2/20/24,4080000,경기도 안성시
제36회 지리산 뱀사골 고로쇠 약수제,남원시 산내면 부운리 반선주차장,3/2/24,3/2/24,고로쇠 홍보 및 판매+기념식 등,산내발전협의회,전북특별자치도 남원시 산내면행정복지센터,전북특별자치도 남원시청+지리산뱀사골고로쇠영농조합법인,063-620-4704,,,전북특별자치도 남원시 산내면 지리산로 842-8,전북특별자치도 남원시 산내면 부운리 216-10,35.3769935,127.581604,2/21/24,4701000,전북특별자치도 남원시
힐링 개그 콘서트,꽃바위문화관 3층 다목적공연장,8/26/21,8/26/21,개그x싱어롱,울산광역시 동구청,꽃바위문화관,,052-209-4330,http://www.donggu.ulsan.kr/edu/menu_06/03.jsp,,울산광역시 동구 문현3길 6,울산광역시 동구 방어동 1120-1,35.48705813,129.4112633,2/23/24,3710000,울산광역시 동구
오페라 팝페라 뽕페라,꽃바위문화관 3층 다목적공연장,9/30/21,9/30/21,콘서트,울산광역시 동구청,꽃바위문화관,,052-209-4330,http://www.donggu.ulsan.kr/edu/menu_06/03.jsp,,울산광역시 동구 문현3길 6,울산광역시 동구 방어동 1120-1,35.48705813,129.4112633,2/23/24,3710000,울산광역시 동구
박강수콘서트,꽃바위문화관 3층 다목적공연장,10/21/21,10/21/21,콘서트,울산광역시 동구청,꽃바위문화관,,052-209-4330,http://www.donggu.ulsan.kr/edu/menu_06/03.jsp,,울산광역시 동구 문현3길 6,울산광역시 동구 방어동 1120-1,35.48705813,129.4112633,2/23/24,3710000,울산광역시 동구
대왕암 해맞이 축제,대왕암,1/1/23,1/1/23,해맞이,동울산청년회의소,동울산청년회의소,,,,,,울산광역시 동구 일산동 산907,,,2/23/24,3710000,울산광역시 동구
퓨전 국악의 향연,꽃바위문화관 3층 다목적공연장,5/19/23,5/19/23,국악,울산농악보존회,울산광역시 동구,,052-209-4330,,,울산광역시 동구 문현3길 6,울산광역시 동구 방어동 1120-1,35.48705813,129.4112633,2/23/24,3710000,울산광역시 동구
한국창작무용 베리끝 애화,꽃바위문화관 3층 다목적공연장,7/1/23,7/1/23,무용,김외섭무용단,김외섭무용단,울산광역시,052-209-4332,,,울산광역시 동구 문현3길 6,울산광역시 동구 방어동 1120-2,35.48705813,129.4112633,2/23/24,3710000,울산광역시 동구
슬도아트 개관전 사우스 스웰,슬도아트,1/19/24,3/10/24,전시,슬도아트,슬도아트,,052-234-1033,https://naver.me/5qaXTiVI,,울산광역시 동구 성끝길 103,울산광역시 동구 방어동 3-42,35.48090382,129.4327723,2/23/24,3710000,울산광역시 동구
문화공장 방어진 랜드스케이프: 풍경,문화공장 방어진,1/26/24,3/3/24,전시,문화공장방어진,문화공장방어진,,052-209-4332,,,울산광역시 동구 중진2길 5,울산광역시 동구 방어동 1539,35.48357441,129.4242217,2/23/24,3710000,울산광역시 동구
2024 청양고추구기자문화축제,백세건강공원,8/30/24,9/1/24,공연+전시+판매+체험+부대행사 등,청양고추구기자축제추진위원회,청양고추구기자축제추진위원회,충청남도 청양군,041-940-4852,https://칠갑마루.com/f23/,칠갑마루+청양고추+청양구기자,,충청남도 청양군 청양읍 읍내리 377-10,36.44503302,126.8034215,2/26/24,4590000,충청남도 청양군
제25회 칠갑산장승문화축제,칠갑산장승공원,4/20/24,4/21/24,대장승퍼레이드+장승대제+전통 장승깎기,칠갑산장승문화축제추진위원회,칠갑산장승문화축제추진위원회,충청남도 청양군,041-940-2193,,칠갑산+장승공원+장승,충청남도 청양군 대치면 장곡길119-17,충청남도 청양군 대치면 장곡리 75,36.40982229,126.8501828,2/26/24,4590000,충청남도 청양군
너른고을 대보름 놀이 한마당,청석공원 일원,2/24/24,2/24/24,정월 대보름 놀이 한마당,광주문화원,광주문화원,경기도 광주시청,031-760-0686,,,경기도 광주시 파발로 38,경기도 광주시 쌍령동 480-1,37.40986912,127.2620664,2/5/24,5540000,경기도 광주시
광주왕실 도자컨퍼런스,곤지암도자공원 일원,5/3/24,5/15/24,광주왕실 도자컨퍼런스,경기도 광주시 문화관광과,경기도 광주시 문화관광과,,031-760-1729,,,경기도 광주시 곤지암읍 경충대로 727,경기도 광주시 곤지암읍 삼리 72-1,37.35027997,127.3347904,2/5/24,5540000,경기도 광주시
김천 부곡맛고을 어울림 큰잔치,김천 부곡맛고을,10/6/23,10/7/23,맛고을 시식회 등 문화축제,부곡맛고을 상인회,경상북도 김천시,,,,,경상북도 김천시 부곡맛고을2길 24,경상북도 김천시 부곡동 1546,36.12441581,128.0909506,2/24/24,5060000,경상북도 김천시
김천 황금시장 김장양념축제,김천 황금시장,11/24/23,11/25/23,김장양념 체험행사 및 판매,황금시장 상인회,경상북도 김천시,,054-435-5948,,,경상북도 김천시 황금시장4길 20,경상북도 김천시 황금동 31-1,36.116675,128.1252833,2/24/24,5060000,경상북도 김천시
김천 평화시장&평화로상가 한마음 대축제,김천 평화시장,10/27/23,10/28/23,"떡 시식회 및 판매, 다양한 물품 바자회 등","평화시장 상인회, 평화로상가 협의회",경상북도 김천시,,054-432-2155,,,경상북도 김천시 김천로 100,경상북도 김천시 평화동 259-3,36.12364051,128.113082,2/24/24,5060000,경상북도 김천시
팜앤컬쳐페스타(농촌체험페스티벌),김천시종합스포츠타운,10/11/24,10/13/24,시민에게 농촌 및 농업문화 체험 기회 제공,경상북도 김천시,경상북도 김천시,,054-421-2552,,,경상북도 김천시 운동장길 1,경상북도 김천시 삼락동 488-1,36.13969402,128.086502,2/24/24,5060000,경상북도 김천시
소가야문화제,송학동고분군 일원,10/4/24,10/6/24,소가야 전통문화 관련 참여+전시+공연,소가야문화보존회,소가야문화보존회,경상남도 고성군,055-674-5206,,,경상남도 고성군 고성읍 송학로113번길 50,경상남도 고성군 고성읍 송학리 475-1,,,2/20/24,5420000,경상남도 고성군
보수동책방골목문화축제,보수동책방골목 및 문화관,10/20/23,10/21/23,책읽는마을 심포지엄+공연행사+체험 등,보수동 책방골목 번영회,보수동 책방골목 번영회,부산광역시 중구청,051-253-7220,http://www.bosubook.com/,,부산광역시 중구 흑교로46번길 11,부산광역시 중구 보수동1가 119-6,35.10362715,129.0261809,2/23/24,3250000,부산광역시 중구
부산국제영화제 전야제,BIFF광장일원,10/3/23,10/9/23,축하공연,(사) 부산국제영화제,(사) 부산국제영화제,부산광역시 중구청,051-709-2091,https://www.biff.kr,,부산광역시 중구 비프광장로 36,부산광역시 중구 남포동5가 18-1,35.09862035,129.0287588,2/23/24,3250000,부산광역시 중구
부산자갈치축제,자갈치시장 및 유라리광장 일원,10/5/23,10/8/23,개막식+길놀이+체험프로그램 등,(사)부산자갈치문화관광축제위원회,(사)부산자갈치문화관광축제위원회,부산광역시+부산광역시 중구청+부산시설관리공단,051-243-9363,http://www.ejagalchi.com/,,부산광역시 중구 자갈치해안로 52,부산광역시 중구 남포동4가 37-1,35.0966394,129.0305933,2/23/24,3250000,부산광역시 중구
광복로겨울빛트리축제,광복로 및 중구 관내 일원,12/1/23,1/31/24,일루미네이션 크리스마스트리장식+성탄음악행사+시민참여행사+점등식 등,부산광역시 중구청,부산광역시 중구청,,051-464-0112,,,부산광역시 중구 광복중앙로 2,부산광역시 중구 남포동4가 37-2,35.0995432,129.0314651,2/23/24,3250000,부산광역시 중구
2023 광진가족영화제,어린이대공원 구의문 잔디광장,9/24/23,9/24/23,버스킹공연+ 캐리커처+ 타투스티커+ 영화상영,서울특별시 광진구,서울특별시 광진구,,02-450-7597,,,서울특별시 광진구 능동로 216,서울특별시 광진구 능동 18,,,1/29/24,3040000,서울특별시 광진구
2024 안양충훈벚꽃축제,안양충훈2교일대,3/30/24,3/31/24,벚꽃콘서트+벚꽃체험부스+ 먹거리+ SNS이벤트 등,(재)안양문화예술재단,경기도 안양시+안양충훈벚꽃축제추진위원회,,031-687-0500,http://www.ayac.or.kr,안양예술공원+ APAP+ 김중업박물관,경기도 안양시 만안구 석수로 159,경기도 안양시 만안구 석수동 797,37.40461526,126.8961574,4/8/24,3830000,경기도 안양시
2024 안양춤축제 ANYANG DANCE FESTIVAL,평촌중앙공원+삼덕공원,9/27/24,9/29/24,시민공연마당 + 전시체험부스 + 개폐막 작품 + 가수 축하공연 + 댄스대회 + 안양시민의날 기념식 + 시민커뮤니티댄스 등,(재)안양문화예술재단,경기도 안양시+안양축제추진위원회,,031-687-0500,http://www.ayac.or.kr,안양예술공원+ APAP+ 김중업박물관,경기도 안양시 동안구 관평로 149 (평촌동),경기도 안양시 동안구 평촌동 895,37.39013727,126.9613302,4/8/24,3830000,경기도 안양시
괴산고추축제,괴산유기농엑스포광장 일원,8/31/23,9/3/23,세계고추전시회+고추품평회+황금고추를 찾아라 체험+속풀이고추난타 등,충청북도 괴산군청+괴산축제위원회,충청북도 괴산군청,충청북도청,043-830-3463,http://spicy-fe.kr/,,충청북도 괴산군 괴산읍 임꺽정로 75,충청북도 괴산군 괴산읍 서부리 160,36.8134403,127.7885389,2/27/24,B551011,한국관광공사
금산인삼축제,금삼세계인삼엑스포 광장,10/6/23,10/15/23,인삼캐기 체험+인삼약초체험+생활건강 체험 등 건강 체험관 운영+국제인삼교역전+인삼생활관+축제 40주년 기념 금산인삼 시대별 콘텐츠 구성 응답하라 1981 등,(재)금산축제관광재단,충청남도 금산군청,,041-750-2306,http://www.insamfestival.co.kr/html/kr/index.html,,충청남도 금산군 금산읍 인삼광장로 30,충청남도 금산군 금산읍 신대리 392,36.10001508,127.5007303,2/27/24,B551011,한국관광공사
김제지평선축제,전북 김제시 벽골제,10/2/24,10/6/24,벽골제 제사+지평선 전국 농악 경연 대회+농악경연 대회+벽골제 쌍룡 햇불 퍼레이드+지평선 김제夜놀자+쌍룡 서치&고고쇼+벽골제 오색 별빛의 향연,(사)김제시지평선축제제전위원회,전북특별자치도 김제시청,,063-540-3031,https://www.gimje.go.kr/festival/index.gimje,,전북특별자치도 김제시 부량면 벽골제로 442,전북특별자치도 김제시 부량면 신용리 242-10,35.75462558,126.8531043,2/27/24,B551011,한국관광공사
김해분청도자기축제,김해분청도자박물관+김해도자판매전시관,10/20/23,10/29/23,의식+특별전시+판매+부대행사,(사)김해도예협회,경상남도 김해시청,,055-330-3244,http://www.gimhae.go.kr/00224/00223/03324.web?amode=view&idx=395,김해분청도자박물관+클레이아크미술관,경상남도 김해시 진례면 진례로 275-35,경상남도 김해시 진례면 송정리 360,35.25149585,128.7458815,2/27/24,B551011,한국관광공사
논산딸기축제,논산시민가족공원+시민운동장,3/21/24,3/24/24,청정딸기수확체험+논산딸기 굿즈마켓+농심성심당 홍보부스+전시+딸기 활용 소비자 참여 프로그램 등,(재)논산문화관광재단,충청남도 논산시청,,041-730-2983,https://www.nonsan.go.kr/nsfestival/,,충청남도 논산시 체육로 110 (관촉동),충청남도 논산시 관촉동 19-1,36.19498654,127.1019223,2/27/24,B551011,한국관광공사
담양대나무축제,추성경기장+관방제림,5/3/23,5/7/23,대나무 관련 전시+체험+공연+판매 등,전라남도 담양군청+(사)담양대나무축제위원회,전라남도 담양군청+(사)담양대나무축제위원회,문화체육관광부+전라남도청+한국관광공사,061-380-3152,www.bamboofestival.co.kr,,전라남도 담양군 담양읍 죽녹원로 119,전라남도 담양군 담양읍 향교리 282,35.32535666,126.9866155,2/27/24,B551011,한국관광공사
대구약령시한방문화축제,대구약령시문화거리,5/5/23,5/7/23,"고유제+개막식+7가지 테마관(한방명품관, 한방진료관, 한방식품관, 영플라자, 한방정원, 한방문화관, 약초동산) 등",사단법인 약령시보존위원회,대구광역시청+대구광역시 중구청,문화체육관광부+한국관광공사+대구광역시한의사회,053-253-4929,http://www.herbfestival.org/kor/,,대구광역시 중구 남성로 158-1,,35.86838775,128.5888079,2/27/24,B551011,한국관광공사
대구치맥페스티벌,두류공원,8/30/23,9/3/23,치맥 테마 식음+체험+공연+참여프로그램 운영 등,대구치맥페스티벌 조직위원회,(사)한국치맥산업협회,,053-248-9998,http://www.chimacfestival.com/,,대구광역시 달서구 공원순환로 7,,35.85074542,128.5616516,2/27/24,B551011,한국관광공사
대전효문화뿌리축제,뿌리공원+원도심 일원,10/13/23,10/15/23,효로 통하는 세상(孝通)+「효통로 1번지」+개폐막식+문중(문화)체험(참여)프로그램+주제공연+각종 온오프라인 참여 이벤트 등,대전효문화뿌리축제추진위원회,대전광역시 중구청,,042-606-6290,https://www.djjunggu.go.kr/hyo-ppuri/index.do,뿌리공원,대전광역시 중구 뿌리공원로 47,대전광역시 중구 안영동 71-2,36.2853792,127.3844931,2/27/24,B551011,한국관광공사
동래읍성역사축제,동래문화회관+읍성광장+온천장 일원,10/13/23,10/15/23,동래부사행차 길놀이+동래성 전투 뮤지컬+동래세가닥줄다리기+동래장터 체험 등,동래문화원+동래읍성역사축제추진위원회,부산광역시 동래구청,부산광역시청+한국관광공사+부산관광공사,051-550-4094,https://www.dongnae.go.kr/festival/index.dongnae?contentsSid=169,,부산광역시 동래구 문화로 80(명륜동),부산광역시 동래구 명륜동 137,35.2119855,129.090546,2/27/24,B551011,한국관광공사
